,provinsi,kabupaten,ibukota,hektar,penduduk,density
131,Sumatra Selatan,Kota Prabumulih,-,25194.0,190913.0,757.7716916726205
132,Kepulauan Bangka Belitung,Kabupaten Bangka,Sungai Liat,295068.0,312460.0,105.89423454932422
133,Kepulauan Bangka Belitung,Kabupaten Bangka Barat,Muntok,282061.0,189621.0,67.22694736244996
134,Kepulauan Bangka Belitung,Kabupaten Bangka Selatan,Toboali,360708.0,168341.0,46.66960533173648
135,Kepulauan Bangka Belitung,Kabupaten Bangka Tengah,Koba,215577.0,175064.0,81.20717887344198
136,Kepulauan Bangka Belitung,Kabupaten Belitung,Tanjung Pandan,229361.0,159349.0,69.47519412628999
137,Kepulauan Bangka Belitung,Kabupaten Belitung Timur,Manggar,250691.0,119807.0,47.79070648726919
138,Kepulauan Bangka Belitung,Kota Pangkalpinang,-,8940.0,207420.0,2320.1342281879192
139,Lampung,Kabupaten Lampung Barat,Liwa,214278.0,301131.0,140.53285918293057
140,Lampung,Kabupaten Lampung Selatan,Kalianda,70032.0,1269262.0,1812.4029015307287
141,Lampung,Kabupaten Lampung Tengah,Gunung Sugih,380268.0,1468875.0,386.2736280728329
